tstep,mn,dy,hr,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
41,1,11,0,1.65369397E+26,1.48780667E+26,1.53761914E+26,1.42687536E+26,1.69413864E+26,1.18307153E+26,1.50002682E+26,1.36040016E+26,1.48618233E+26,1.60891803E+26,1.21071909E+26,1.30506137E+26,1.58834828E+26,1.64406825E+26,1.63415561E+26,1.37296810E+26,1.62666349E+26,1.44276827E+26,1.56500048E+26,1.57998566E+26,1.48581313E+26,1.41553148E+26,1.33973099E+26,1.55078077E+26,1.77409581E+26,1.79333179E+26,1.69846711E+26,1.33102494E+26,1.61543574E+26,1.51129898E+26,1.56623376E+26,1.63931278E+26
42,1,11,6,1.65829155E+26,1.47490130E+26,1.53852386E+26,1.42395677E+26,1.68909673E+26,1.17000529E+26,1.50257783E+26,1.35670107E+26,1.48096689E+26,1.60693795E+26,1.20898702E+26,1.30792859E+26,1.57808166E+26,1.63938182E+26,1.62702314E+26,1.36737677E+26,1.61500691E+26,1.42707465E+26,1.55428740E+26,1.58056935E+26,1.47897350E+26,1.41356656E+26,1.32916054E+26,1.54458135E+26,1.76561239E+26,1.79394561E+26,1.69965030E+26,1.32672480E+26,1.61296222E+26,1.50098361E+26,1.55654880E+26,1.63197279E+26
43,1,11,12,1.65982688E+26,1.47781499E+26,1.55143066E+26,1.43064750E+26,1.70106207E+26,1.17219614E+26,1.50327654E+26,1.36650155E+26,1.48464253E+26,1.60542340E+26,1.22267940E+26,1.32342690E+26,1.59026498E+26,1.65390184E+26,1.61905163E+26,1.37568517E+26,1.61753778E+26,1.42930860E+26,1.54551224E+26,1.59084147E+26,1.48374439E+26,1.41583637E+26,1.32655049E+26,1.54731641E+26,1.76967103E+26,1.80628898E+26,1.71043923E+26,1.33517938E+26,1.61386768E+26,1.50495823E+26,1.56727856E+26,1.63639187E+26
44,1,11,18,1.66043283E+26,1.46756497E+26,1.55854196E+26,1.43271798E+26,1.70706280E+26,1.15822496E+26,1.50887080E+26,1.37125365E+26,1.47994877E+26,1.60629020E+26,1.21557801E+26,1.32892724E+26,1.58183093E+26,1.65126989E+26,1.61114354E+26,1.37650879E+26,1.61245050E+26,1.42053555E+26,1.54096088E+26,1.59515669E+26,1.47532861E+26,1.41867411E+26,1.33023615E+26,1.54771327E+26,1.77107453E+26,1.81359921E+26,1.71290401E+26,1.33273567E+26,1.62004579E+26,1.50004147E+26,1.56626054E+26,1.62808394E+26
45,1,12,0,1.66156946E+26,1.46319193E+26,1.55751604E+26,1.42984186E+26,1.71210249E+26,1.14974330E+26,1.50667743E+26,1.38189526E+26,1.47744870E+26,1.59600966E+26,1.22096656E+26,1.33526218E+26,1.58228128E+26,1.65191178E+26,1.59482120E+26,1.37913172E+26,1.60942692E+26,1.41785447E+26,1.53176681E+26,1.59850495E+26,1.47060142E+26,1.42262028E+26,1.32890698E+26,1.53780543E+26,1.76840059E+26,1.81643128E+26,1.71107687E+26,1.33395209E+26,1.62103946E+26,1.49666770E+26,1.56672278E+26,1.61714793E+26
46,1,12,6,1.66092630E+26,1.44925748E+26,1.55540005E+26,1.41474764E+26,1.70922184E+26,1.13408137E+26,1.50591250E+26,1.38119361E+26,1.47750260E+26,1.58871710E+26,1.21875738E+26,1.34118459E+26,1.57260724E+26,1.64003236E+26,1.58211962E+26,1.37696441E+26,1.59757183E+26,1.41275198E+26,1.51835843E+26,1.59457479E+26,1.45548330E+26,1.41621961E+26,1.32257118E+26,1.52460408E+26,1.76263930E+26,1.81721782E+26,1.70865158E+26,1.32911435E+26,1.62372340E+26,1.48627424E+26,1.56072691E+26,1.59792948E+26
47,1,12,12,1.65993863E+26,1.44890710E+26,1.56815326E+26,1.41344622E+26,1.72353508E+26,1.13960529E+26,1.51382461E+26,1.39719206E+26,1.48538327E+26,1.58646621E+26,1.23558306E+26,1.35953793E+26,1.58889664E+26,1.64869863E+26,1.57927171E+26,1.38988742E+26,1.60160603E+26,1.41834430E+26,1.52143972E+26,1.61017531E+26,1.45277638E+26,1.41918503E+26,1.32382750E+26,1.51951848E+26,1.76714592E+26,1.82674462E+26,1.71405273E+26,1.33762819E+26,1.63664846E+26,1.48891233E+26,1.56453321E+26,1.59848585E+26
48,1,12,18,1.66070033E+26,1.44254003E+26,1.57161515E+26,1.40413281E+26,1.73624871E+26,1.13237829E+26,1.51764133E+26,1.40284750E+26,1.48800275E+26,1.57768231E+26,1.23033070E+26,1.36127842E+26,1.58225228E+26,1.64371844E+26,1.57434036E+26,1.39190501E+26,1.59726272E+26,1.41993073E+26,1.51637561E+26,1.61689623E+26,1.44226140E+26,1.41600126E+26,1.32526330E+26,1.51214333E+26,1.76689393E+26,1.83090998E+26,1.71276990E+26,1.34369698E+26,1.64543170E+26,1.48400640E+26,1.56207065E+26,1.59294177E+26
49,1,13,0,1.64918866E+26,1.43561457E+26,1.57352970E+26,1.40098609E+26,1.74144349E+26,1.11870887E+26,1.51538556E+26,1.41003385E+26,1.48445840E+26,1.57268538E+26,1.24497900E+26,1.36766459E+26,1.58666517E+26,1.63811857E+26,1.57262493E+26,1.39287332E+26,1.59474579E+26,1.41546724E+26,1.51524578E+26,1.61921834E+26,1.42944973E+26,1.42016780E+26,1.32082701E+26,1.49449280E+26,1.76562960E+26,1.83189726E+26,1.71027140E+26,1.34868757E+26,1.65441163E+26,1.47932493E+26,1.56107949E+26,1.59033917E+26
50,1,13,6,1.64661078E+26,1.42022764E+26,1.57084778E+26,1.38535775E+26,1.73931823E+26,1.10142155E+26,1.52259357E+26,1.40802451E+26,1.47760032E+26,1.56590395E+26,1.24650308E+26,1.36739880E+26,1.57376886E+26,1.62785755E+26,1.57191522E+26,1.38491683E+26,1.58024661E+26,1.40292083E+26,1.51276463E+26,1.61512146E+26,1.41460079E+26,1.42025669E+26,1.30968504E+26,1.47937706E+26,1.75744382E+26,1.82905822E+26,1.70402385E+26,1.34715301E+26,1.65206558E+26,1.47126830E+26,1.55127059E+26,1.57543335E+26
51,1,13,12,1.64247350E+26,1.42538436E+26,1.57084390E+26,1.38512974E+26,1.75506319E+26,1.10086464E+26,1.52278668E+26,1.41093251E+26,1.48158879E+26,1.56480571E+26,1.25874981E+26,1.37897385E+26,1.58447442E+26,1.63916212E+26,1.58476005E+26,1.40050910E+26,1.58497793E+26,1.40352227E+26,1.52090650E+26,1.62779153E+26,1.41098030E+26,1.42465750E+26,1.30540557E+26,1.46973275E+26,1.76122423E+26,1.83191054E+26,1.71170186E+26,1.36235698E+26,1.65906931E+26,1.47155538E+26,1.55744830E+26,1.58251694E+26
52,1,13,18,1.64230783E+26,1.42455387E+26,1.56716123E+26,1.37826617E+26,1.76308198E+26,1.09851842E+26,1.53325653E+26,1.40916466E+26,1.47542137E+26,1.56383470E+26,1.25426237E+26,1.37731129E+26,1.57735631E+26,1.62601633E+26,1.58948485E+26,1.40734249E+26,1.58275662E+26,1.39330776E+26,1.52526819E+26,1.62934818E+26,1.40868989E+26,1.42358678E+26,1.30386568E+26,1.45619725E+26,1.75553323E+26,1.83074381E+26,1.71135048E+26,1.37174841E+26,1.66195876E+26,1.47045750E+26,1.55567202E+26,1.57546137E+26
53,1,14,0,1.63273826E+26,1.42910077E+26,1.56376440E+26,1.37787795E+26,1.77090239E+26,1.08532097E+26,1.52088572E+26,1.41403291E+26,1.46987155E+26,1.56204017E+26,1.25872621E+26,1.38333849E+26,1.57276856E+26,1.62673088E+26,1.58979965E+26,1.41265818E+26,1.58233416E+26,1.38928323E+26,1.52610383E+26,1.63111259E+26,1.40399310E+26,1.42474173E+26,1.30130066E+26,1.44135269E+26,1.75591521E+26,1.82468999E+26,1.71079973E+26,1.38727351E+26,1.66226797E+26,1.46582220E+26,1.55344480E+26,1.56776600E+26
54,1,14,6,1.62894558E+26,1.42544329E+26,1.55428239E+26,1.35752612E+26,1.77012813E+26,1.07514911E+26,1.52305246E+26,1.40526422E+26,1.45276245E+26,1.55709310E+26,1.25310026E+26,1.38021683E+26,1.55806411E+26,1.61496580E+26,1.59067519E+26,1.40645221E+26,1.57291204E+26,1.37936044E+26,1.52483499E+26,1.62923772E+26,1.39691339E+26,1.43039225E+26,1.29474232E+26,1.42989891E+26,1.74993695E+26,1.82154823E+26,1.70173486E+26,1.39035107E+26,1.65802653E+26,1.46318643E+26,1.54286086E+26,1.55382164E+26
55,1,14,12,1.63206748E+26,1.43994143E+26,1.56303104E+26,1.37242523E+26,1.78438821E+26,1.08095097E+26,1.51853130E+26,1.41050211E+26,1.44953721E+26,1.56665214E+26,1.26624840E+26,1.39222924E+26,1.56618928E+26,1.62050403E+26,1.60352738E+26,1.41122486E+26,1.58270554E+26,1.38507415E+26,1.53639574E+26,1.63635339E+26,1.39584834E+26,1.43526731E+26,1.29808853E+26,1.42954721E+26,1.75148673E+26,1.82238120E+26,1.71280670E+26,1.39840741E+26,1.66881167E+26,1.46769067E+26,1.54618030E+26,1.55346582E+26
56,1,14,18,1.63979317E+26,1.44005203E+26,1.56401603E+26,1.36460918E+26,1.80132566E+26,1.08265791E+26,1.52350972E+26,1.40042799E+26,1.44576806E+26,1.56411780E+26,1.25831453E+26,1.39115714E+26,1.56051760E+26,1.61644450E+26,1.60592110E+26,1.40924457E+26,1.58847197E+26,1.38014998E+26,1.53405421E+26,1.63587133E+26,1.39876116E+26,1.43625641E+26,1.30084224E+26,1.43232100E+26,1.74881474E+26,1.81474930E+26,1.70679589E+26,1.40110954E+26,1.66907362E+26,1.47041325E+26,1.54009840E+26,1.54781503E+26
57,1,15,0,1.63617129E+26,1.43676827E+26,1.56340517E+26,1.36695291E+26,1.80915802E+26,1.07699150E+26,1.51274284E+26,1.40281508E+26,1.43519692E+26,1.56992710E+26,1.25870706E+26,1.39686502E+26,1.55926437E+26,1.60996501E+26,1.61100174E+26,1.40153712E+26,1.59166041E+26,1.37496436E+26,1.53065963E+26,1.63392853E+26,1.39867206E+26,1.43724700E+26,1.30153483E+26,1.42464874E+26,1.74276451E+26,1.80997429E+26,1.69991163E+26,1.39744718E+26,1.67362693E+26,1.46597815E+26,1.53354550E+26,1.54944741E+26
58,1,15,6,1.63775482E+26,1.43518508E+26,1.56189979E+26,1.35458237E+26,1.81667519E+26,1.07579543E+26,1.51273119E+26,1.39001770E+26,1.42968935E+26,1.56532998E+26,1.25775210E+26,1.39544431E+26,1.54299929E+26,1.59992099E+26,1.61559039E+26,1.39109553E+26,1.58828029E+26,1.36453962E+26,1.52243651E+26,1.62562837E+26,1.38364667E+26,1.43727318E+26,1.30481003E+26,1.42535763E+26,1.73019219E+26,1.80308998E+26,1.69098704E+26,1.38234589E+26,1.66943519E+26,1.46688304E+26,1.52419817E+26,1.53987405E+26
59,1,15,12,1.64507011E+26,1.44053131E+26,1.56654843E+26,1.35810412E+26,1.83705319E+26,1.07858168E+26,1.50633059E+26,1.39636295E+26,1.44341410E+26,1.57678050E+26,1.26466987E+26,1.40637657E+26,1.55018246E+26,1.60232542E+26,1.62775180E+26,1.38960757E+26,1.59423285E+26,1.37330992E+26,1.53087311E+26,1.63110004E+26,1.38913101E+26,1.43715440E+26,1.31015029E+26,1.42907465E+26,1.73206411E+26,1.79799983E+26,1.69761876E+26,1.38280010E+26,1.67843781E+26,1.46902841E+26,1.52801172E+26,1.55510783E+26
60,1,15,18,1.64038157E+26,1.43031248E+26,1.57326801E+26,1.34589855E+26,1.85781470E+26,1.08089074E+26,1.50291941E+26,1.38586086E+26,1.44360555E+26,1.57461052E+26,1.26601684E+26,1.40982000E+26,1.53976027E+26,1.59836998E+26,1.62507086E+26,1.37141597E+26,1.59130783E+26,1.36874807E+26,1.53518381E+26,1.63062286E+26,1.38319067E+26,1.43337760E+26,1.32092243E+26,1.42911423E+26,1.72332081E+26,1.79511812E+26,1.69392507E+26,1.37075646E+26,1.68359388E+26,1.46620029E+26,1.52248455E+26,1.55424484E+26
61,1,16,0,1.63181852E+26,1.42584518E+26,1.57335851E+26,1.33821146E+26,1.86827758E+26,1.07238680E+26,1.49176312E+26,1.38426040E+26,1.45273616E+26,1.58000633E+26,1.27494047E+26,1.41445557E+26,1.53433000E+26,1.60083600E+26,1.63089786E+26,1.37054988E+26,1.58502521E+26,1.36514555E+26,1.52937239E+26,1.62027874E+26,1.38548147E+26,1.43198086E+26,1.31981261E+26,1.42305569E+26,1.71652317E+26,1.78636318E+26,1.69344795E+26,1.35914961E+26,1.68988288E+26,1.46478769E+26,1.51835194E+26,1.56351186E+26
62,1,16,6,1.63170821E+26,1.41377940E+26,1.57023858E+26,1.31925211E+26,1.87709519E+26,1.07207846E+26,1.48276038E+26,1.36921115E+26,1.45200411E+26,1.57400504E+26,1.28008402E+26,1.41383575E+26,1.52158077E+26,1.59392073E+26,1.62737095E+26,1.35793997E+26,1.57100627E+26,1.35712079E+26,1.52695972E+26,1.61322476E+26,1.37212080E+26,1.42983141E+26,1.31981593E+26,1.41542130E+26,1.70217523E+26,1.77580262E+26,1.69138632E+26,1.34816873E+26,1.68641107E+26,1.46273736E+26,1.50924953E+26,1.56843709E+26
63,1,16,12,1.63744041E+26,1.42200683E+26,1.58042696E+26,1.31669814E+26,1.89554376E+26,1.08487619E+26,1.47936088E+26,1.37415374E+26,1.46290932E+26,1.58046742E+26,1.29396390E+26,1.42799741E+26,1.52703226E+26,1.60456765E+26,1.63257828E+26,1.35500419E+26,1.57480413E+26,1.35636207E+26,1.53011710E+26,1.61387648E+26,1.37583422E+26,1.43339638E+26,1.31946805E+26,1.41708280E+26,1.69871472E+26,1.77339022E+26,1.69747715E+26,1.34257658E+26,1.69795240E+26,1.46802340E+26,1.51804642E+26,1.58212702E+26
64,1,16,18,1.64181501E+26,1.41606601E+26,1.58073536E+26,1.30617552E+26,1.91415574E+26,1.09605450E+26,1.47423185E+26,1.36833082E+26,1.46679640E+26,1.58118431E+26,1.29728397E+26,1.42355694E+26,1.52400487E+26,1.60524317E+26,1.62500026E+26,1.34658739E+26,1.56524396E+26,1.34872135E+26,1.53426893E+26,1.61499995E+26,1.37099347E+26,1.42868894E+26,1.32077528E+26,1.41083735E+26,1.69299436E+26,1.76526218E+26,1.69830910E+26,1.34399608E+26,1.70295993E+26,1.47179921E+26,1.50772064E+26,1.59346392E+26
65,1,17,0,1.63739766E+26,1.40884707E+26,1.58017595E+26,1.30218245E+26,1.92273639E+26,1.09773602E+26,1.45775194E+26,1.35781661E+26,1.46624793E+26,1.58532543E+26,1.30754764E+26,1.42629278E+26,1.52416701E+26,1.60660484E+26,1.62717236E+26,1.34539395E+26,1.56038717E+26,1.33736609E+26,1.53134398E+26,1.61001320E+26,1.36981916E+26,1.42754334E+26,1.31678242E+26,1.40134449E+26,1.69076995E+26,1.75504964E+26,1.69377119E+26,1.34236687E+26,1.71231585E+26,1.47363047E+26,1.50172461E+26,1.59678857E+26
66,1,17,6,1.64417147E+26,1.39991059E+26,1.57624953E+26,1.29324285E+26,1.92819157E+26,1.10283021E+26,1.44569230E+26,1.35005311E+26,1.46461245E+26,1.57732479E+26,1.31650764E+26,1.42328115E+26,1.51212307E+26,1.60384371E+26,1.61870132E+26,1.33169481E+26,1.54373057E+26,1.32751454E+26,1.52885719E+26,1.60228798E+26,1.35827076E+26,1.42312551E+26,1.30934346E+26,1.39856229E+26,1.67812305E+26,1.74533896E+26,1.68866948E+26,1.33680557E+26,1.70637464E+26,1.47721504E+26,1.48480647E+26,1.60044450E+26
67,1,17,12,1.65636539E+26,1.40618281E+26,1.58907040E+26,1.30152552E+26,1.94122700E+26,1.11417901E+26,1.43954890E+26,1.35303179E+26,1.46609125E+26,1.58270140E+26,1.32151580E+26,1.42649974E+26,1.51652189E+26,1.61589141E+26,1.62566639E+26,1.33964517E+26,1.54324530E+26,1.33347751E+26,1.52953280E+26,1.61018472E+26,1.35878595E+26,1.42685689E+26,1.30962290E+26,1.39903404E+26,1.68169004E+26,1.74660059E+26,1.69048287E+26,1.34474204E+26,1.72104384E+26,1.48383000E+26,1.48344364E+26,1.60862576E+26
68,1,17,18,1.67501795E+26,1.40426866E+26,1.58780491E+26,1.30572975E+26,1.95795818E+26,1.12333586E+26,1.44171823E+26,1.33936930E+26,1.46377258E+26,1.57359829E+26,1.32460474E+26,1.42161489E+26,1.50689802E+26,1.62101626E+26,1.62403222E+26,1.33429277E+26,1.53557216E+26,1.32283463E+26,1.53022846E+26,1.61242068E+26,1.35493566E+26,1.42484490E+26,1.30755612E+26,1.39669119E+26,1.68029757E+26,1.74048318E+26,1.69092650E+26,1.35034213E+26,1.72052852E+26,1.48695029E+26,1.47356711E+26,1.61528411E+26
69,1,18,0,1.68107179E+26,1.40748649E+26,1.58705689E+26,1.31018872E+26,1.96455350E+26,1.12657621E+26,1.43133428E+26,1.33470178E+26,1.46615941E+26,1.56956564E+26,1.33259788E+26,1.42381560E+26,1.49302436E+26,1.61822205E+26,1.62841890E+26,1.33524472E+26,1.53195743E+26,1.31989716E+26,1.52024723E+26,1.60911531E+26,1.34928379E+26,1.42890216E+26,1.30529167E+26,1.39324856E+26,1.67394509E+26,1.73300188E+26,1.68889574E+26,1.35387086E+26,1.72066036E+26,1.48340951E+26,1.46411431E+26,1.61555701E+26
70,1,18,6,1.69320993E+26,1.40287763E+26,1.57690941E+26,1.31118442E+26,1.96341975E+26,1.12661726E+26,1.42409357E+26,1.32619702E+26,1.46051181E+26,1.56184233E+26,1.33861216E+26,1.41732149E+26,1.47555946E+26,1.61710939E+26,1.61912122E+26,1.32265705E+26,1.51727684E+26,1.30678019E+26,1.51588808E+26,1.60587466E+26,1.34231284E+26,1.43057972E+26,1.29425144E+26,1.39226332E+26,1.66281659E+26,1.72566255E+26,1.68493156E+26,1.35127529E+26,1.71335343E+26,1.47205266E+26,1.44844305E+26,1.61429720E+26
71,1,18,12,1.71078274E+26,1.40918573E+26,1.57514621E+26,1.33181742E+26,1.98511630E+26,1.13929550E+26,1.40939744E+26,1.33310991E+26,1.46414124E+26,1.56490377E+26,1.34600031E+26,1.41943606E+26,1.47532659E+26,1.62485407E+26,1.62506019E+26,1.33265908E+26,1.52543260E+26,1.30591819E+26,1.51340637E+26,1.61545374E+26,1.34415326E+26,1.43956719E+26,1.29197845E+26,1.39744677E+26,1.66748924E+26,1.72482384E+26,1.68887352E+26,1.35726968E+26,1.71928562E+26,1.47644622E+26,1.44913074E+26,1.61950756E+26
72,1,18,18,1.72168787E+26,1.41104016E+26,1.57343378E+26,1.33014276E+26,1.99732004E+26,1.14077346E+26,1.40481676E+26,1.33287271E+26,1.46465950E+26,1.55589228E+26,1.34719667E+26,1.41534282E+26,1.46195376E+26,1.62803183E+26,1.62343840E+26,1.32966860E+26,1.52491988E+26,1.30280376E+26,1.51047190E+26,1.62370753E+26,1.34400926E+26,1.44771527E+26,1.28410637E+26,1.40305797E+26,1.66980042E+26,1.71512838E+26,1.68859016E+26,1.35562005E+26,1.72055644E+26,1.47942901E+26,1.43525724E+26,1.62240722E+26
73,1,19,0,1.72527012E+26,1.41146092E+26,1.56433192E+26,1.33384893E+26,2.00295509E+26,1.14864440E+26,1.39038951E+26,1.33426559E+26,1.46673147E+26,1.54450202E+26,1.35461782E+26,1.41932415E+26,1.46221803E+26,1.62628762E+26,1.62196518E+26,1.32769866E+26,1.52857727E+26,1.30344996E+26,1.50622136E+26,1.62846310E+26,1.34713992E+26,1.45316431E+26,1.27985020E+26,1.40096469E+26,1.65832653E+26,1.70521108E+26,1.68538618E+26,1.35434339E+26,1.72316705E+26,1.47597130E+26,1.42982534E+26,1.62176605E+26
74,1,19,6,1.72357295E+26,1.40491331E+26,1.55114790E+26,1.32816019E+26,2.00401257E+26,1.14886000E+26,1.38550842E+26,1.33438039E+26,1.46669007E+26,1.52827860E+26,1.35390002E+26,1.41894456E+26,1.45085003E+26,1.62461151E+26,1.61662865E+26,1.31381374E+26,1.52573477E+26,1.29732668E+26,1.49659235E+26,1.63068529E+26,1.33709665E+26,1.45740885E+26,1.27334872E+26,1.39792463E+26,1.65063365E+26,1.69264170E+26,1.68764881E+26,1.34993277E+26,1.71407627E+26,1.47322936E+26,1.41384258E+26,1.61503508E+26
75,1,19,12,1.73293958E+26,1.41309560E+26,1.54378173E+26,1.33091581E+26,2.01206998E+26,1.16246158E+26,1.38545645E+26,1.34731157E+26,1.47550784E+26,1.52465107E+26,1.35710971E+26,1.43670343E+26,1.45498960E+26,1.63203527E+26,1.62324535E+26,1.32650833E+26,1.53720878E+26,1.30421254E+26,1.50340219E+26,1.64536784E+26,1.34659341E+26,1.46713073E+26,1.27660529E+26,1.40696926E+26,1.64495290E+26,1.69330139E+26,1.69208196E+26,1.35006352E+26,1.72166406E+26,1.47908712E+26,1.42013077E+26,1.61959531E+26
76,1,19,18,1.73429467E+26,1.41406456E+26,1.53249197E+26,1.32287374E+26,2.02139825E+26,1.16625477E+26,1.38361795E+26,1.35246476E+26,1.47341714E+26,1.50983065E+26,1.35370514E+26,1.43863684E+26,1.44993573E+26,1.63277535E+26,1.61897455E+26,1.32278006E+26,1.53901546E+26,1.30315403E+26,1.50530117E+26,1.65088578E+26,1.34843932E+26,1.46521196E+26,1.27478087E+26,1.41194258E+26,1.63932557E+26,1.68908940E+26,1.69251777E+26,1.34795352E+26,1.72159011E+26,1.48099344E+26,1.40903454E+26,1.61943910E+26
77,1,20,0,1.72676879E+26,1.41131281E+26,1.52477739E+26,1.31954405E+26,2.01364739E+26,1.17235996E+26,1.37030394E+26,1.35814398E+26,1.47382675E+26,1.50169088E+26,1.35508519E+26,1.44445590E+26,1.44943055E+26,1.63161327E+26,1.60717520E+26,1.32359327E+26,1.54246354E+26,1.29650284E+26,1.49553983E+26,1.65570973E+26,1.35185349E+26,1.47318383E+26,1.27728896E+26,1.41287165E+26,1.62074745E+26,1.67878777E+26,1.69029261E+26,1.34190756E+26,1.72067667E+26,1.48573912E+26,1.40931426E+26,1.62434342E+26
78,1,20,6,1.71896146E+26,1.40951610E+26,1.50168884E+26,1.30648261E+26,2.01200965E+26,1.16626169E+26,1.36383573E+26,1.35278446E+26,1.46355173E+26,1.48622789E+26,1.34878006E+26,1.44977214E+26,1.44023449E+26,1.62158461E+26,1.60067418E+26,1.31002629E+26,1.54430369E+26,1.28907199E+26,1.48419991E+26,1.65572202E+26,1.35192991E+26,1.46843966E+26,1.27154624E+26,1.41677349E+26,1.60566292E+26,1.66991210E+26,1.69562431E+26,1.34830811E+26,1.71921006E+26,1.48142665E+26,1.39911151E+26,1.62185281E+26
79,1,20,12,1.71388373E+26,1.41670395E+26,1.49468659E+26,1.31000789E+26,2.02005695E+26,1.17670319E+26,1.35836051E+26,1.36317283E+26,1.46994267E+26,1.48293543E+26,1.35558375E+26,1.46207925E+26,1.44146996E+26,1.63190264E+26,1.60374938E+26,1.32078185E+26,1.55972349E+26,1.29879434E+26,1.48517324E+26,1.66378348E+26,1.35623604E+26,1.47408327E+26,1.27541883E+26,1.42648213E+26,1.60340433E+26,1.66402374E+26,1.69981695E+26,1.35271230E+26,1.72547079E+26,1.48990687E+26,1.40748310E+26,1.63455199E+26
80,1,20,18,1.71315590E+26,1.41966180E+26,1.48320783E+26,1.30196286E+26,2.02675353E+26,1.17309108E+26,1.35089984E+26,1.36122281E+26,1.45650562E+26,1.45973025E+26,1.35447912E+26,1.46225407E+26,1.42619279E+26,1.62802609E+26,1.60189911E+26,1.31481939E+26,1.56219607E+26,1.29541552E+26,1.48067146E+26,1.66286101E+26,1.36086334E+26,1.47398017E+26,1.27594149E+26,1.43525699E+26,1.59254922E+26,1.65605764E+26,1.69936457E+26,1.36530404E+26,1.72807719E+26,1.48925960E+26,1.39753972E+26,1.64219462E+26
81,1,21,0,1.70451498E+26,1.41504445E+26,1.47697653E+26,1.29352157E+26,2.02956349E+26,1.17808787E+26,1.34445878E+26,1.36036904E+26,1.45882117E+26,1.43523679E+26,1.36230479E+26,1.47040836E+26,1.43384374E+26,1.62650294E+26,1.59731149E+26,1.31741312E+26,1.56888301E+26,1.29010192E+26,1.47208423E+26,1.66289602E+26,1.36493247E+26,1.47185146E+26,1.27065825E+26,1.43844956E+26,1.57933302E+26,1.64504987E+26,1.69719988E+26,1.37254942E+26,1.72713975E+26,1.48519097E+26,1.39769310E+26,1.64608044E+26
82,1,21,6,1.70477838E+26,1.41953154E+26,1.45686990E+26,1.28354019E+26,2.02693944E+26,1.17047430E+26,1.33595552E+26,1.35515302E+26,1.44853707E+26,1.41245436E+26,1.35700339E+26,1.46453106E+26,1.41945131E+26,1.62192843E+26,1.59416457E+26,1.30851771E+26,1.56260014E+26,1.29261792E+26,1.46640546E+26,1.65353749E+26,1.36760854E+26,1.46202201E+26,1.26092380E+26,1.44225555E+26,1.56696751E+26,1.62899857E+26,1.69584178E+26,1.37909605E+26,1.72468636E+26,1.48018311E+26,1.39053795E+26,1.64696436E+26
83,1,21,12,1.70519998E+26,1.42283911E+26,1.45596537E+26,1.28304579E+26,2.03893849E+26,1.17483393E+26,1.33187473E+26,1.36639915E+26,1.45124935E+26,1.40544889E+26,1.36759651E+26,1.47694559E+26,1.42925314E+26,1.63355772E+26,1.60140853E+26,1.31601991E+26,1.57359243E+26,1.29962938E+26,1.47033154E+26,1.65628277E+26,1.37410624E+26,1.45853163E+26,1.26397875E+26,1.45114218E+26,1.55765578E+26,1.62408550E+26,1.69601056E+26,1.39555578E+26,1.73494791E+26,1.48421271E+26,1.39223342E+26,1.66574972E+26
84,1,21,18,1.70173427E+26,1.43030590E+26,1.44248501E+26,1.27434790E+26,2.04205355E+26,1.17823108E+26,1.32893067E+26,1.37640264E+26,1.43995875E+26,1.38662677E+26,1.36194711E+26,1.47444669E+26,1.41928057E+26,1.63197355E+26,1.59669878E+26,1.31829993E+26,1.56627980E+26,1.29690668E+26,1.47340036E+26,1.65261378E+26,1.37920124E+26,1.45325000E+26,1.26037595E+26,1.45780633E+26,1.55024364E+26,1.61703342E+26,1.69077759E+26,1.41252511E+26,1.73827998E+26,1.48288452E+26,1.37688829E+26,1.67339923E+26
85,1,22,0,1.69281271E+26,1.43094700E+26,1.43506582E+26,1.25895210E+26,2.04555307E+26,1.17558361E+26,1.31685534E+26,1.38186009E+26,1.44301291E+26,1.37621519E+26,1.37030339E+26,1.48103070E+26,1.41647601E+26,1.62720688E+26,1.59469585E+26,1.31862288E+26,1.57317869E+26,1.30072014E+26,1.46969258E+26,1.65281007E+26,1.38804688E+26,1.44994974E+26,1.25868929E+26,1.46361463E+26,1.53455074E+26,1.60748722E+26,1.68220626E+26,1.41774237E+26,1.73893370E+26,1.48218197E+26,1.37133133E+26,1.68288437E+26
86,1,22,6,1.68517763E+26,1.42302745E+26,1.42250875E+26,1.25064693E+26,2.04000846E+26,1.16432278E+26,1.30377495E+26,1.37736094E+26,1.43170408E+26,1.36105199E+26,1.36386502E+26,1.48347931E+26,1.40216522E+26,1.62065800E+26,1.59319334E+26,1.30816734E+26,1.56509372E+26,1.29376610E+26,1.46988692E+26,1.64892346E+26,1.39147980E+26,1.43958762E+26,1.24910494E+26,1.46661977E+26,1.52541508E+26,1.59558761E+26,1.67911998E+26,1.42335314E+26,1.74104241E+26,1.48003241E+26,1.35022382E+26,1.68200672E+26
